id,Titre en anglais,Titre en Japonais,Editeurs,Code JPN,Code USA,Sortie JPN,Sortie USA,Main Category,Sub Category
1269,Tamagotchi Town,たまごっちタウン,バンダイ / マリーガル / Bandai / Marigul,SHVC-BTTJ-JPN,,1999-05-01,,Strategy,Breeding
1270,Tarot Mystery,タロットミステリー,ヴィジット / 浮世亭 / Visit / Ukiyotei,SHVC-AT5J-JPN,,1995-04-28,,Simulation,Tarot
1271,Tatakae Genshijin,ジョー＆マック 戦え原始人,データイースト / Data East,SHVC-JT,,1991-12-06,,Platformer,
1272,Tatakae Genshijin 2 - Rookie no Bouken,戦え原始人2 ルーキーの冒険,データイースト / Data East,SHVC-J2,SNS-J2,1992-12-18,1993-01-01,Platformer,
1273,Tatakae Genshijin 3 - Shuyaku ha Yappari - Joe & Mac,ジョー アンド マック 戦え原始人3 主役はやっぱりJOE & MAC,データイースト / Data East,SHVC-J3,,1994-02-18,,Platformer,
1274,Tecmo Super Baseball,テクモスーパーベースボール,テクモ / Tecmo,SHVC-ATBJ-JPN,,1994-10-28,,Sports,Baseball
1275,Tecmo Super Bowl,テクモスーパーボウル,テクモ / Tecmo,SHVC-7T,SNS-7T,1993-11-26,1993-11-01,Sports,Football
1276,Tecmo Super Bowl 2 - Special Edition,テクモスーパーボウルII スペシャルエディション,テクモ / Tecmo,SHVC-ASBJ-JPN,,1994-12-20,,Sports,Football
1277,Tecmo Super Bowl III - Final Edition,テクモスーパーボウルIII ファイナルエディション,テクモ / Tecmo,SHVC-AW4J-JPN,SNS-AW4E-USA,1995-12-22,,Sports,Football
1278,Tecmo Super NBA Basketball,テクモスーパーNBAバスケットボール,テクモ / Tecmo,SHVC-NA,,1992-12-25,,Sports,Basketball
1279,Teenage Mutant Ninja Turtles - Turtles In Time,ティーンエージ ミュータント ニンジャ タートルズ／タートルズ イン タイム,コナミ / Konami,SHVC-TM,,1992-07-24,,Beat 'em All,
1280,Teenage Mutant Ninja Turtles: Mutant Warriors,T.M.N.T. ミュータントウォーリアーズ,コナミ / Konami,SHVC-KY,,1993-12-03,,Fighting,Versus
1281,Teitoku no Ketsudan,提督の決断,光栄 / Koei,SHVC-TK,,1992-09-24,,Strategy,
1282,Teitoku no Ketsudan II,提督の決断II,光栄 / Koei,SHVC-ATEJ-JPN,SNS-ATEE-USA,1995-02-17,,Strategy,
1283,Tekichuu Keiba Juku,的中競馬塾,バンプレスト / バンプレ企画 / Banpresto,SHVC-APCJ-JPN,,1996-01-19,,Sports,Horse
1284,Tenchi Muyou! Game Hen,天地無用！ げーむ編,バンプレスト / Banpresto,SHVC-AMUJ-JPN,,1995-10-27,,RPG,
1285,Tenchi Souzou,天地創造,エニックス / クインテット / Enix / Quintet,SHVC-AQTJ-JPN,,1995-10-20,,RPG,Action
1286,Tenchi wo Kurau - Sangokushi Gunyuuden,天地を喰らう 三国志群雄伝,カプコン / Capcom,SHVC-AKTJ-JPN,,1995-08-11,,Strategy,
1287,Tenryuu Genichiro no Pro Wrestling Revolution,レヴォリューション 天龍源一郎のプロレス,ジャレコ / Jaleco,SHVC-LJ,,1994-09-30,,Sports,Wrestling
1288,Tenshi no Uta: Shiroki Tsubasa no Inori,天使の詩 〜白き翼の祈り〜,日本テレネット / Telenet Japan,SHVC-UA,,1994-07-29,,RPG,
1289,Tetris Battle Gaiden,テトリスバトル 武闘外伝,ビー・ピー・エス / Bullet-Proof Software / Elorg,SHVC-4G,,1993-12-24,,Puzzle,Tetris
1290,Tetris Flash,テトリスフラッシュ,ビー・ピー・エス / 任天堂 / Bullet-Proof Software / Nintendo / Elorg,SHVC-27,,1994-07-08,,Puzzle,Tetris
1291,Tetsuwan Atom,鉄腕アトム,バンプレスト / ザムス / Banpresto / Zamuse,SHVC-ZB,,1994-02-18,,Platformer,
1292,The Addams Family,アダムス・ファミリー,ミサワエンターテインメント / Misawa Entertainment,SHVC-AF,SNS-AF,1992-10-23,1992-01-01,Platformer,
1293,The Adventures of the Rocketeer,ロケッティア,アイ・ジー・エス / IGS (Information Global Service) / Novalogic,SHVC-RK,,1992-02-28,,Aventure,
1294,The Amazing Spider-Man - Lethal Foes,スパイダーマン リーサルフォーズ,エポック社 / Epoch,SHVC-ASPJ-JPN,,1995-03-17,,Beat 'em All,
1295,The Atlas Renaissance Voyager,ジ・アトラス,パック・イン・ビデオ / アートディンク / Pack-in-Video / Artdink,SHVC-AATJ-JPN,,1995-03-24,,Strategy,
1296,The Blue Crystal Rod,ザ ブルークリスタルロッド,ナムコ / ゲームスタジオ / Namcot / Game Studio,SHVC-NU,,1994-03-25,,RPG,First Person
1297,The Blues Brothers,ブルースブラザーズ,ケムコ（コトブキシステム） / Kemco,SHVC-B6,SNS-B6,1993-03-26,1993-06-01,Platformer,
1298,The Chessmaster,チェスマスター,アルトロン / Altron / The Software Toolworks,SHVC-CH,SNS-CH,1995-02-17,1991-09-01,Table Game,Chess
1299,The Combatribes,コンバットライブス,テクノスジャパン / Technos Japan,SHVC-CR,SNS-CR,1992-12-23,1993-03-01,Beat 'em All,
1300,The Firemen,ザ・ファイヤーメン,ヒューマン / Human,SHVC-AFMJ-JPN,,1994-09-09,,RPG,Adventure
1301,The Flintstones - The Treasure of Sierra Madrock,ザ・フリントストーンズ,タイトー / Taito,SHVC-9F,,1994-08-12,,Platformer,
1302,The Game of Life - Super Jinsei Game,SUPER 人生ゲーム,タカラ / ダイナマイト / Takara / Dynamite,SHVC-LG,,1994-03-18,,Table Game,
1303,The Game of Life - Super Jinsei Game 2,SUPER人生ゲーム2,タカラ / Takara,SHVC-AL2J-JPN,,1995-09-08,,Table Game,
1304,The Game of Life - Super Jinsei Game 3,スーパー人生ゲーム3,タカラ / Takara,SHVC-A3XJ-JPN,,1996-11-29,,Table Game,
1305,The Hunt For Red October,レッド・オクトーバー,アルトロン / Altron,SHVC-RO,SNS-RO,1993-10-01,1993-01-01,SHMUP,Horizontal
1306,The Incredible Crash Dummies - Dr. Sabu o Sukuidase,クラッシュ・ダミー 〜Dr.サブを救い出せ〜,アクレイムジャパン / Acclaim Japan / LJN / Gray Matter,SHVC-C7,,1994-09-30,,Platformer,
1307,The Jungle Book,ジャングルブック,ヴァージンゲーム / Virgin Interactive Entertainment,SHVC-7K,SNS-7K,1994-07-15,1994-07-14,Platformer,
1308,The King of Dragons,ザ・キングオブドラゴンズ,カプコン / Capcom,SHVC-EI,SNS-EI,1994-03-04,1994-01-01,Beat 'em All,
1309,The King of Rally,ザ・キング・オブ・ラリー パリ−モスクワ−北京,メルダック / カゼ / Meldac / Kaze,SHVC-KP,,1992-12-28,,Sports,Off Road Racing
1310,The Last Battle,ザ・ラストバトル,テイチク / アトリエドゥーブル / Teichiku / Atelier Double / POWWOW,SHVC-3T,,1994-12-02,,RPG,
1311,The Lion King,ライオンキング,ヴァージンゲーム / Virgin Games / Westwood Studios,SHVC-ALKJ-JPN,SNS-ALKE-USA,1994-12-09,,Platformer,
1312,The Mahjong Touhaiden,The 麻雀 闘牌伝,ビデオシステム / Video System,SHVC-TY,,1993-04-16,,Table Game,Mahjong
1313,The Mask,マスク,ヴァージンインタラクティブ エンターテインメント / Virgin Interactive Entertainment / THQ,SHVC-AV9J-JPN,SNS-AMGE-USA,1996-12-27,1995-01-01,Platformer,
1314,The Ninja Warriors Again,ザ・ニンジャウォーリアーズ アゲイン,タイトー/ナツメ / Taito / Natsume,SHVC-NI,,1994-01-28,,Beat 'em All,
1315,The Ring: Final Knockout,ファイナル ノックアウト,パック・イン・ビデオ / エレクトロブレイン / Pack-in-Video / Electro Brain / Sculptured Software,SHVC-LL,,1993-11-05,,Sports,Boxing
1316,The Shinri Game - Akuma no Kokoroji,The 心理ゲーム 悪魔のココロジー,ヴィジット / 浮世亭 / Visit / Ukiyotei,SHVC-AK,,1993-03-26,,Simulation,Strategy
1317,The Shinri Game 2 - Magical Trip,ザ・心理ゲーム2 〜マジカルトリップ〜,ヴィジット / Visit,SHVC-ASIJ-JPN,,1995-02-10,,Simulation,Strategy
1318,The Shinri Game 3,ザ・心理ゲーム3,ヴィジット / Visit,SHVC-AK3J-JPN,,1995-08-25,,Simulation,Strategy
1319,The Simpsons - Bart no Fushigi na Yume no Daibouken,バートの不思議な夢の大冒険,アクレイムジャパン / Acclaim Japan / Sculptured Software,SHVC-BN,,1993-02-26,,Platformer,Action
1320,Theme Park,テーマパーク,エレクトロニック・アーツ・ビクター / Electronic Arts Victor / Bullfrog,SHVC-ATQJ-JPN,,1995-12-15,,Strategy,
1321,Thoroughbred Breeder,サラブレッドブリーダー,ヘクト / Hector,SHVC-TF,,1993-08-27,,Sports,Horse
1322,Thoroughbred Breeder 2,サラブレッドブリーダーII,ヘクト / Hector,SHVC-QW,,1994-06-08,,Sports,Horse
1323,Thoroughbred Breeder 3,サラブレッドブリーダーIII,ヘクト / Hector,SHVC-AIWJ-JPN,,1996-10-18,,Sports,Horse
1324,Thunder Spirits,サンダースピリッツ,東芝EMI / テクノソフト / Toshiba EMI / Technosoft,SHVC-TH-(TOPN-2001),SNS-TH,1991-12-27,1991-01-01,SHMUP,Horizontal
1325,Thunderbirds - Kokusai Kyuujotai Shutsugeki Seyo!,サンダーバード 国際救助隊出撃せよ！！,バンダイ / コブラ・チーム・チーム / Bandai / Cobra Team,SHVC-T5,,1993-09-10,,SHMUP,Horizontal
1326,Time Cop,タイムコップ,ビクターエンタテインメント / Victor Entertainment / Largo / Cryo,SHVC-ATCJ-JPN,SNS-ATCE-USA,1995-02-17,,Platformer,
1327,Tiny Toon Adventures - Buster Busts Loose,タイニートゥーン アドベンチャーズ,コナミ / Konami,SHVC-TA,SNS-TA,1992-12-18,1993-02-01,Platformer,
1328,Tiny Toon Adventures - Dotabata Dai Undoukai,タイニー・トゥーン アドベンチャーズ ドタバタ大運動会,コナミ / Konami,SHVC-5Z,,1994-09-30,,Sports,
1329,Tokimeki Memorial - Densetsu no Ki no Shita de,ときめきメモリアル 伝説の樹の下で,コナミ / Konami,SHVC-AM8J-JPN,,1996-02-09,,Visual Novel,
1330,Tokoro's Mahjong,Tokoro's マージャン,ビック東海 / Vic Tokai,SHVC-ATMJ-JPN,,1994-09-23,,Table Game,Mahjong
1331,Tom & Jerry,トムとジェリー,アルトロン / Altron,SHVC-TJ,,1993-06-25,,Platformer,
1332,Top Management 2,トップマネジメントII,光栄 / Koei,SHVC-QC,,1994-02-11,,Strategy,
1333,Top Racer,トップレーサー,ケムコ（コトブキシステム） / Kemco / Gremlin Graphics,SHVC-TR,,1992-03-27,,Sports,Street Racing
1334,Top Racer 2,トップレーサー2,ケムコ（コトブキシステム） / Kemco / Gremlin Graphics,SHVC-2P,,1993-12-22,,Sports,Street Racing
1335,Torneco no Daibouken - Fushigi no Dungeon,トルネコの大冒険 不思議のダンジョン,チュンソフト / Chun Soft,SHVC-TQ,,1993-09-19,,RPG,
1336,Tottemo! Lucky Man - Lucky Cookie Roulette de Totsugeki!!,とっても！ラッキーマン! ラッキー クッキー ルーレットで突撃〜,バンダイ / Bandai,SHVC-ALAJ-JPN,,1995-06-30,,RPG,
1337,Touge Densetsu Saisoku Battle,峠・伝説 最速バトル,ビー・ピー・エス / レナール / Bullet-Proof Software / Lenar,SHVC-ACQJ-JPN,,1996-03-15,,Racing,Moto
1338,Tower Dream,タワードリーム,アスキー / ASCII,SHVC-AT9J-JPN,,1996-10-25,,Table Game,
1339,Traverse - Starlight & Prairie,トラバース スターライト＆プライリア,バンプレスト / パンドラボックス / Banpresto / Pandora Box,SHVC-A2SJ-JPN,,1996-06-28,,RPG,
1340,Treasure Hunter G,トレジャーハンターG,スクウェア / スティング / Square / String,SHVC-AEGJ-JPN,,1996-05-24,,RPG,
1341,Trinea,トリネア,やのまん / 日本アートメディア / Yanoman / Japan Art Media (JAM),SHVC-T6,,1993-10-01,,RPG,Action
1342,True Lies,トゥルーライズ,アクレイムジャパン / Acclaim Japan / Beam Software,SHVC-ATLJ-JPN,SNS-ATLE-USA,1995-04-28,1994-01-01,Shooter,First Person
1343,Trump Island,トランプアイランド,パック・イン・ビデオ / Pack-in-Video,SHVC-LT,SNS-LT,1995-06-23,,Table Game,Cards
1344,Tsukikomori,晦－つきこもり,バンプレスト / パンドラボックス / Banpresto / Pandora Box,SHVC-A7MJ-JPN,,1996-03-01,,Visual Novel,Horror
1345,Tsuppari Oozumou - Risshin Shusse Hen,つっぱり大相撲 立身出世編,テクモ / テクモソフトプロダクツ / Tecmo,SHVC-KW,,1993-03-26,,Sports,Sumo (相撲)
1346,Tsuri Tarou,つり太郎,パック・イン・ビデオ / Pack-in-Video,SHVC-2O,,1994-07-08,,RPG,Fishing
1347,Tsuyoshi Shikkarai Shinasai: Taisen Puzzle Dama,ツヨシしっかりしなさい 対戦ぱずるだま,コナミ / Konami,SHVC-ATPJ-JPN,,1994-11-18,,Puzzle,Matching
1348,Turf Hero,ターフヒーロー,テクモ / Tecmo,SHVC-ATUJ-JPN,,1995-03-21,,Sports,Horse
1349,Turf Memories,ターフメモリーズ,ベック / Interbec,SHVC-AYZJ-JPN,,1995-02-24,,Sports,Horse
1350,TwinBee - Rainbow Bell Adventure,ツインビー レインボーベルアドベンチャー,コナミ / Konami,SHVC-T7,,1994-01-07,,Platformer,
1351,Uchuu no Kishi - Tekkaman Blade,宇宙の騎士 テッカマンブレード,ベック / Interbec,SHVC-T8,,1993-07-30,,SHMUP,Horizontal
1352,Uchuu Race - Astro Go! Go!,宇宙レース アストロ ゴー！ゴー！,メルダック / カゼ / Meldac / Kaze,SHVC-3A,,1994-02-25,,Racing,Fun
1353,UFO Kamen Yakisoban - Kettler no Kuroi Inbou - Shihan Han,UFO仮面ヤキソバン ケトラーの黒い陰謀,デンズ（アイ・ティー・シー） / 電通 / DEN'Z(ITC) / Dentsu,SHVC-Y9,,1994-10-14,,Beat 'em All,
1354,Ugoku E Ver. 2.0 - Aryol,うごく絵 Ver2.0 アリョール,アルトロン / Altron,SHVC-X3,,1994-08-05,,Puzzle,Puzzle
1355,Ultima Gaiden - Kurokishi no Inbou,ウルティマ外伝 黒騎士の陰謀,エレクトロニック・アーツ・ビクター / Electronic Arts Victor / Origin Systems,SHVC-6V,,1994-06-17,,RPG,Action
1356,Ultima Kyoryu Teikoku - The Savage Empire,ウルティマ 恐竜帝国 ザ・サベージ・エンパイア,ポニーキャニオン / Pony Canyon / Origin Systems,SHVC-AVGJ-JPN-(PCPE-00501),,1995-07-28,,RPG,
1357,Ultima VI - Itsuwari no Yogensha,ウルティマVI 〜偽りの予言者〜,ポニーキャニオン / インフィニティー / オリジンシステムズ / Pony Canyon / Infinity / Origin Systems,SHVC-U6-(R98V5942),,1992-04-03,,RPG,
1358,Ultima VII - The Black Gate,ウルティマVII ザ・ブラックゲート,ポニーキャニオン / オリジンシステムズ / Pony Canyon / Origin Systems,SHVC-7I-(R98V5950),,1994-11-18,,RPG,
1359,Ultimate Football - Try Formation!,ウルティメイト フットボール,サミー / Sammy / Aicom,SHVC-UF,,1992-07-24,,Sports,Football
1360,Ultra Baseball Jitsumei Ban 2,ウルトラベースボール 実名版2,カルチャーブレーン / Culture Brain,SHVC-ABJJ-JPN,,1994-12-22,,Sports,Baseball
1361,Ultra Baseball Jitsumei Ban 3,ウルトラベースボール 実名版3,カルチャーブレーン / Culture Brain,SHVC-AU2J-JPN,,1995-10-27,,Sports,Baseball
1362,Ultra Baseball Jitsumei Han,ウルトラベースボール 実名版,カルチャーブレーン （マイクロアカデミー） / Culture Brain,SHVC-U2,,1992-08-28,,Sports,Baseball
1363,Ultra League - Moero! Soccer Daikessen!!,ウルトラリーグ 燃えろ！サッカー大決戦！,ユタカ / トムクリエイト / Yutaka / Tom Create,SHVC-A7YJ-JPN,,1995-07-28,,Sports,Soccer
1364,Ultra Seven,ウルトラセブン,バンダイ / Bandai,SHVC-U7,,1993-03-26,,Fighting,Versus
1365,Ultraman,ウルトラマン,バンダイ / Bandai,SHVC-UM,,1991-04-06,,Fighting,Versus
1366,Umi no Nushi Tsuri,海のぬし釣り,パック・イン・ビデオ / Pack-in-Video,SHVC-A6UJ-JPN,,1996-07-19,,Sports,Pêche
1367,Umi Tsuri Meijin Suzuki Hen,海釣り名人 スズキ編,エレクトロニック・アーツ・ビクター / Electronic Arts Victor / A WAVE,SHVC-AUFJ-JPN,,1994-12-16,,Sports,Pêche
1368,Umihara Kawase,海腹川背,ティー・エヌ・エヌ / TNN,SHVC-ATAJ-JPN,,1994-12-23,,Platformer,
1369,Undake 30 Same Game Daisakusen - Mario Version,UNDAKE30 鮫亀大作戦 マリオバージョン,ハドソン / 任天堂 / Hudson / Nintendo,SHVC-ANZJ-JPN,,1995-01-16,,Puzzle,
1370,Undercover Cops,アンダーカバーコップス,バリエ / アイレム / Varie / IREM,SHVC-AUCJ-JPN,,1995-03-03,,Beat 'em All,
1371,USA Ice Hockey,U.S.A.アイスホッケー,ジャレコ / デーシーイー / Jaleco / DCE / Argonaut,SHVC-UI,,1993-03-19,,Sports,Hockey
1372,Ushio to Tora,うしおととら,バンダイ / ユタカ / Bandai / Yutaka,SHVC-UT,,1993-01-25,,Platformer,
1373,Utopia - The Creation of a Nation,ユートピア,エピック・ソニーレコード （ソニー・ミュージックエンタテインメント） / Epic Sony Records,SHVC-UP-(ESPG49),SNS-UP,1993-10-29,1993-01-01,Strategy,
1374,Verne World,ヴェルヌワールド,バンプレスト / デュアル / Banpresto / DUAL,SHVC-AVWJ-JPN,,1995-09-29,,RPG,
1375,Viking no Daimeiwaku,バイキングの大迷惑,ティーアンドイーソフト / T&E Soft / Interplay / Silicon & Synapse,SHVC-VD,,1993-10-08,,Platformer,
1376,Virtual Bart (Simpsons),バーチャルバート,アクレイムジャパン / Acclaim Japan / Sculptured Software,SHVC-AVBJ-JPN,SNS-AVBE-USA,1994-09-30,1994-09-01,Platformer,Action
1377,Virtual Wars (The Lawnmower Man),バーチャルウォーズ,ココナッツジャパン / GXメディアインタラクティブ / Coconuts Japan / Sales Curve Interactive,SHVC-VJ,,1994-02-11,,Platformer,Action
1378,Volleyball Twin,ツイン バレーボールTwin,トンキンハウス（東京書籍） / Tonkin House (Tokyo Shoseki),SHVC-VT,,1992-11-27,,Sports,Volleyball
1379,Vortex - The FX Robot Battle,ヴォルテックス ザ・FXロボットバトル,パック・イン・ビデオ / Pack-In-Video / Argonaut / Electro Brain,SHVC-4V,SNS-4V,1994-12-09,,SHMUP,Behind
1380,VS. Collection,VS. コレクション,ボトムアップ / Bottom Up,SHVC-AU3J-JPN,,1996-11-29,,Puzzle,
1381,Wagyan Paradise,ワギャンパラダイス,ナムコ / Namcot,SHVC-AWLJ-JPN,,1994-12-16,,Platformer,
1382,Wakataka Oozumo: Yume no Kyoudai Taiketsu,若貴大相撲 夢の兄弟対決,イマジニアズーム / トムキャットシステム / Imagineer-Zoom / Tomcat System,SHVC-OW,,1993-11-12,,Sports,Sumo (相撲)
1383,Waku Waku Ski Wonder Shoot,わくわくスキー わんだぁシュプール,ヒューマン / Human,SHVC-ASKJ-JPN,,1995-01-13,,Sports,Ski
1384,Wally wo Sagase! - Ehon no Kuni no Daibouken,ウォーリーをさがせ！ 絵本の国の大冒険,トミー / オーパス / Tomy / Opus,SHVC-WA,,1993-02-19,,Puzzle,
1385,Waratte Iitomo! Tamorin Pick,笑っていいとも！タモリンピック,アテナ / Athena,SHVC-55,,1994-04-28,,Gambling,
1386,Warlock,ウォーロック,アクレイムジャパン / Acclaim Japan / Realtime Associates / Trimark Interactive,SHVC-AWKJ-JPN,SNS-AWKE-USA,1995-05-26,1994-01-01,Aventure,
1387,Wedding Peach,ウェディングピーチ,日本ソフトシステム / ケイエスエス / Nihon Soft System / KSS,SHVC-AWHJ-JPN,,1995-09-29,,Drague,Drague
1388,Wild Guns,ワイルドガンズ,ナツメ / Natsume,SHVC-4W,SNS-4W,1994-08-12,1995-07-01,Shooter,Target
1389,Wild Trax,ワイルドトラックス,任天堂 / Nintendo / Argonaut,SHVC-CQ,,1994-06-04,,Sports,Street Racing
1390,Wing Commander,ウイングコマンダー,アスキー / ASCII / Origin Systems,SHVC-WC,SNS-WC,1993-07-23,1993-01-01,Strategy,
1391,Winning Post,ウイニングポスト,光栄 / Koei,SHVC-WJ,,1993-09-10,,Sports,Horse
1392,Winning Post 2,ウイニングポスト2,光栄 / Koei,SHVC-AWPJ-JPN,,1995-03-18,,Sports,Horse
1393,Winning Post 2 - Program '96,ウイニングポスト2 プログラム'96,光栄 / Koei,SHVC-AW9J-JON,,1996-10-04,,Sports,Horse
